module	address	old_name	new_name	file	line	basis	text
ov006	0x02110154	_ZN6Player7ST_WAITE	_ZN19cMgSmartball_slot_c14RestoreInitialEv	port/unmatched/MgSmartball_SlotRestore.cpp	53	U	* The first draft of this file defined the flat name _ZN6Player7ST_WAITE, on
ov006	0x02110154	_ZN6Player7ST_WAITE	_ZN19cMgSmartball_slot_c14RestoreInitialEv	port/unmatched/MgSmartball_SlotRestore.cpp	76	P	* THE FIELD LAYOUT BELOW IS src/_ZN6Player7ST_WAITE.cpp's OWN, character for
ov006	0x02110244	_ZN6Player6ST_OWLE	func_ov006_02110244	port/ov006_player_map.txt	55	A	_ZN6Player6ST_OWLE                           0x02110244  0x27c
ov006	0x02110244	_ZN6Player6ST_OWLE	func_ov006_02110244	port/slice_smb.txt	429	P	src/_ZN6Player6ST_OWLE.c
ov006	0x02110244	_ZN6Player6ST_OWLE	func_ov006_02110244	port/slice_w1l5.txt	173	U	#       _ZN6Player6ST_OWLE                 an ov006 class, not a Player member
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/abi_checks.txt	961	P	src/_ZN6Player17St_EndingFly_MainEv.cpp:13 is flat cdecl (void *self) and
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/abi_checks.txt	1017	P	not: src/_ZN6Player17St_EndingFly_MainEv.cpp is matched, in the slice, and
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/hal/scene_boot.cpp	2294	A	// (c) THE _ZN6Player17St_EndingFly_MainEv NAMING TRAP, which the 2d map warns
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/hal/scene_boot.cpp	2298	A	//     matched TU is src/_ZN6Player17St_EndingFly_MainEv.cpp, it is in this
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/hal/scene_boot.cpp	2617	P	src/_ZN6Player17St_EndingFly_MainEv.cpp is in this slice and defines the
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/hal/scene_boot.cpp	2648	U	void _ZN6Player17St_EndingFly_MainEv(void *self);
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/hal/scene_boot.cpp	2656	U	{ _ZN6Player17St_EndingFly_MainEv((void *)(size_t)data_ov007_02103448); }
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/hal/scene_boot.cpp	2660	U	{ _ZN6Player17St_EndingFly_MainEv(this); }
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/ov004_ov007_2d_map.txt	53	P	One naming trap to carry forward: src/_ZN6Player17St_EndingFly_MainEv.cpp is
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/ov007_binding_diff.txt	162	P	src/Sprite_SetAnimation.c, and src/_ZN6Player17St_EndingFly_MainEv.cpp, which is
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/ov007_seat.txt	1127	U	_ZN6Player17St_EndingFly_MainEv  defined 1, declared (void) by
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/ov007_seat.txt	1325	A	symbol carrying the name _ZN6Player17St_EndingFly_MainEv, which takes `void *self`
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/ov007_seat.txt	3841	U	target _ZN6Player17St_EndingFly_MainEv, which is also 5d's. The 22 is DECLARED
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/slice_ov007.txt	163	P	src/_ZN6Player17St_EndingFly_MainEv.cpp
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/slice_w1l5.txt	105	A	# is named _ZN6Player17St_EndingFly_MainEv by the community config, and ov002's
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/slice_w1l5.txt	208	U	#       _ZN6Player17St_EndingFly_MainEv  ov007 data 02103254
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/tools/aritycheck.py	273	U	# emits the symbol _ZN6Player17St_EndingFly_MainEv, exactly like the flat
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/tools/aritycheck.py	571	U	['_ZN6Player17St_EndingFly_MainEv'],
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/tools/aritycheck.py	574	U	['_ZN6Player17St_EndingFly_MainEv'],
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/tools/aritycheck.py	603	U	SYM = '_ZN6Player17St_EndingFly_MainEv'
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/tools/aritycheck.py	644	U	'_ZN6Player17St_EndingFly_MainEv'), True,
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/tools/aritycheck_receiver_baseline.txt	47	U	#   _ZN6Player17St_EndingFly_MainEv|src/func_ov007_020b7764.cpp
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/tools/aritycheck_receiver_baseline.txt	59	U	#   _ZN6Player17St_EndingFly_MainEv|src/func_ov007_020c05f8.c
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/tools/aritycheck_receiver_baseline.txt	184	U	_ZN6Player17St_EndingFly_MainEv|src/func_ov007_020adbc8.c
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/tools/aritycheck_receiver_baseline.txt	185	U	_ZN6Player17St_EndingFly_MainEv|src/func_ov007_020ade14.c
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/tools/aritycheck_receiver_baseline.txt	186	U	_ZN6Player17St_EndingFly_MainEv|src/func_ov007_020ca26c.c
ov007	0x020c3d1c	_ZN6Player17St_EndingFly_MainEv	func_ov007_020c3d1c	port/tools/tailjump_guard.py	338	U	'callee': '_ZN6Player17St_EndingFly_MainEv',
ov015	0x02111ba0	_ZN14KnockDownPlankD1Ev	_ZN9MovingBarD1Ev	port/hal/actor_classes_wf.cpp	601	U	int *_ZN14KnockDownPlankD1Ev(int *self);                 /* .c, C linkage */
ov015	0x02111ba0	_ZN14KnockDownPlankD1Ev	_ZN9MovingBarD1Ev	port/hal/actor_classes_wf.cpp	648	U	{ return (int)(size_t)_ZN14KnockDownPlankD1Ev((int *)s); }
ov015	0x02111ba0	_ZN14KnockDownPlankD1Ev	_ZN9MovingBarD1Ev	port/slice_gate59.txt	99	P	src/_ZN14KnockDownPlankD1Ev.c
ov015	0x02111be4	_ZN14KnockDownPlankD0Ev	_ZN9MovingBarD0Ev	port/hal/actor_classes_wf.cpp	602	A	int *_ZN14KnockDownPlankD0Ev(int *self);                 /* .c, slot 17, DTOR-PAIRS seat (0x02111be4) */
ov015	0x02111be4	_ZN14KnockDownPlankD0Ev	_ZN9MovingBarD0Ev	port/hal/actor_classes_wf.cpp	650	U	{ return (int)(size_t)_ZN14KnockDownPlankD0Ev((int *)s); }
ov015	0x02111be4	_ZN14KnockDownPlankD0Ev	_ZN9MovingBarD0Ev	port/slice_gate59.txt	100	P	src/_ZN14KnockDownPlankD0Ev.c
ov015	0x02111be4	_ZN14KnockDownPlankD0Ev	_ZN9MovingBarD0Ev	port/slice_w1l1.txt	118	U	#     _ZN14KnockDownPlankD0Ev from:0x021145d0 -> _ZTV14KnockDownPlank+0x44
ov015	0x02112004	_ZN14KnockDownPlank16CleanupResourcesEv	_ZN9MovingBar16CleanupResourcesEv	port/slice_gate59.txt	97	P	src/_ZN14KnockDownPlank16CleanupResourcesEv.cpp
ov015	0x02112068	_ZN14KnockDownPlank6RenderEv	_ZN9MovingBar6RenderEv	port/slice_gate59.txt	98	P	src/_ZN14KnockDownPlank6RenderEv.cpp
ov015	0x02112090	_ZN14KnockDownPlank8BehaviorEv	_ZN9MovingBar8BehaviorEv	port/hal/actor_classes_wf.cpp	600	U	int _ZN14KnockDownPlank8BehaviorEv(void *self);          /* host copy, extern C */
ov015	0x02112090	_ZN14KnockDownPlank8BehaviorEv	_ZN9MovingBar8BehaviorEv	port/hal/actor_classes_wf.cpp	641	U	{ return _ZN14KnockDownPlank8BehaviorEv(s); }
ov015	0x02112090	_ZN14KnockDownPlank8BehaviorEv	_ZN9MovingBar8BehaviorEv	port/port_catchup_inventory.txt	460	A	# ov015's _ZN14KnockDownPlank8BehaviorEv is main's name
ov015	0x02112090	_ZN14KnockDownPlank8BehaviorEv	_ZN9MovingBar8BehaviorEv	port/port_catchup_inventory.txt	462	A	# already links, while this branch's _ZN14KnockDownPlank8BehaviorEv is main's
ov015	0x02112090	_ZN14KnockDownPlank8BehaviorEv	_ZN9MovingBar8BehaviorEv	port/unmatched/KnockDownPlank_Behavior.cpp	1	P	/* HOST COPY of src/_ZN14KnockDownPlank8BehaviorEv.cpp -- the mwcc
ov015	0x02112090	_ZN14KnockDownPlank8BehaviorEv	_ZN9MovingBar8BehaviorEv	port/unmatched/KnockDownPlank_Behavior.cpp	139	U	"extern ""C"" int _ZN14KnockDownPlank8BehaviorEv(void *selfv)"
ov015	0x021120fc	_ZN14KnockDownPlank13InitResourcesEv	_ZN9MovingBar13InitResourcesEv	port/CMakeLists.txt	11729	P	# src/_ZN14KnockDownPlank13InitResourcesEv.cpp:30 (ov015's KNOCK_DOWN_PLANK,
ov015	0x021120fc	_ZN14KnockDownPlank13InitResourcesEv	_ZN9MovingBar13InitResourcesEv	port/CMakeLists.txt	11752	P	"""${CMAKE_CURRENT_SOURCE_DIR}/../src/_ZN14KnockDownPlank13InitResourcesEv.cpp"""
ov015	0x021120fc	_ZN14KnockDownPlank13InitResourcesEv	_ZN9MovingBar13InitResourcesEv	port/hal/actor_classes_ov034.cpp	203	P	naming race at 0x02114538, so src/_ZN14KnockDownPlank13InitResourcesEv.cpp:30
ov015	0x021120fc	_ZN14KnockDownPlank13InitResourcesEv	_ZN9MovingBar13InitResourcesEv	port/hal/actor_classes_wf.cpp	623	P	per-source -D on src/_ZN14KnockDownPlank13InitResourcesEv.cpp in
ov015	0x021120fc	_ZN14KnockDownPlank13InitResourcesEv	_ZN9MovingBar13InitResourcesEv	port/ov034_syms.txt	194	P	# rather than assumed: src/_ZN14KnockDownPlank13InitResourcesEv.cpp (ov015,
ov015	0x021120fc	_ZN14KnockDownPlank13InitResourcesEv	_ZN9MovingBar13InitResourcesEv	port/slice_gate59.txt	96	P	src/_ZN14KnockDownPlank13InitResourcesEv.cpp
ov015	0x02112944	_ZN9TowerStepD1Ev	_ZN17daObjBk_Rotebar_cD1Ev	port/hal/actor_classes_wf.cpp	347	U	int *_ZN9TowerStepD1Ev(int *self);                /* .c, C linkage */
ov015	0x02112944	_ZN9TowerStepD1Ev	_ZN17daObjBk_Rotebar_cD1Ev	port/hal/actor_classes_wf.cpp	364	U	{ return (int)(size_t)_ZN9TowerStepD1Ev((int *)s); }
ov015	0x02112944	_ZN9TowerStepD1Ev	_ZN17daObjBk_Rotebar_cD1Ev	port/slice_gate59.txt	45	P	src/_ZN9TowerStepD1Ev.c
ov015	0x02112988	_ZN9TowerStepD0Ev	_ZN17daObjBk_Rotebar_cD0Ev	port/hal/actor_classes_wf.cpp	348	A	int *_ZN9TowerStepD0Ev(int *self);                /* .c, slot 17, DTOR-PAIRS seat (0x02112988) */
ov015	0x02112988	_ZN9TowerStepD0Ev	_ZN17daObjBk_Rotebar_cD0Ev	port/hal/actor_classes_wf.cpp	366	U	{ return (int)(size_t)_ZN9TowerStepD0Ev((int *)s); }
ov015	0x02112988	_ZN9TowerStepD0Ev	_ZN17daObjBk_Rotebar_cD0Ev	port/slice_gate59.txt	46	P	src/_ZN9TowerStepD0Ev.c
ov015	0x021129e0	_ZN9TowerStep16CleanupResourcesEv	_ZN17daObjBk_Rotebar_c16CleanupResourcesEv	port/slice_gate59.txt	42	P	src/_ZN9TowerStep16CleanupResourcesEv.cpp
ov015	0x02112a24	_ZN9TowerStep6RenderEv	_ZN17daObjBk_Rotebar_c6RenderEv	port/slice_gate59.txt	44	P	src/_ZN9TowerStep6RenderEv.cpp
ov015	0x02112a4c	_ZN9TowerStep8BehaviorEv	_ZN17daObjBk_Rotebar_c8BehaviorEv	port/slice_gate59.txt	43	P	src/_ZN9TowerStep8BehaviorEv.cpp
ov015	0x02112b04	_ZN9TowerStep13InitResourcesEv	_ZN17daObjBk_Rotebar_c13InitResourcesEv	port/slice_gate59.txt	41	P	src/_ZN9TowerStep13InitResourcesEv.cpp
ov015	0x0211458c	_ZTV14KnockDownPlank	_ZTV9MovingBar	port/hal/actor_classes_wf.cpp	24	U	// and the next-symbol bound lies for five of these seven (_ZTV14KnockDownPlank
ov015	0x0211458c	_ZTV14KnockDownPlank	_ZTV9MovingBar	port/hal/actor_classes_wf.cpp	41	A	//   id 53 MOVING_BAR_BIG       -> 0x0211458c  _ZTV14KnockDownPlank / Dossunbar_c
ov015	0x0211458c	_ZTV14KnockDownPlank	_ZTV9MovingBar	port/hal/actor_classes_wf.cpp	567	A	// 0x0211458c (config _ZTV14KnockDownPlank / _ZTV19daObjBk_Dossunbar_c), so an
ov015	0x0211458c	_ZTV14KnockDownPlank	_ZTV9MovingBar	port/hal/actor_classes_wf.cpp	596	A	// it as _ZTV14KnockDownPlank and the class D1 restores it as
ov015	0x0211458c	_ZTV14KnockDownPlank	_ZTV9MovingBar	port/hal/actor_classes_wf.cpp	604	U	void *_ZTV14KnockDownPlank[32];
ov015	0x0211458c	_ZTV14KnockDownPlank	_ZTV9MovingBar	port/hal/actor_classes_wf.cpp	653	U	void **vt = _ZTV14KnockDownPlank;
ov015	0x0211458c	_ZTV14KnockDownPlank	_ZTV9MovingBar	port/hal/actor_classes_wf.cpp	667	U	/* 32 slots. _ZTV14KnockDownPlank overrides two of the tail with its own
ov015	0x0211458c	_ZTV14KnockDownPlank	_ZTV9MovingBar	port/ov015_syms.txt	12	U	# (_ZTV13PoleBillboard, _ZTV14KnockDownPlank, _ZTV14MovingBarSmall,
